"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031223","GO:0031223","auditory behavior","4/186","12/18723",4.38624996645045e-06,0.000146128871164898,0.000110760339541832,"CNTNAP2/NRXN1/NRXN2/SHANK3",4
"GO:1904861","GO:1904861","excitatory synapse assembly","5/186","26/18723",5.09124264000084e-06,0.000166663556360479,0.000126324879844622,"NLGN1/NLGN2/NRXN1/NRXN2/SHANK3",5
"GO:0006816","GO:0006816","calcium ion transport","16/186","422/18723",5.11137823748289e-06,0.000166663556360479,0.000126324879844622,"CASK/CAV1/CRHR1/DMD/EPB41/GJA1/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A/LCK/LYN/NOS1/NTSR1/RYR2",16
"GO:0035235","GO:0035235","ionotropic glutamate receptor signaling pathway","5/186","27/18723",6.19819450511898e-06,0.000196614315881756,0.000149026460084497,"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A",5
"GO:0002087","GO:0002087","regulation of respiratory gaseous exchange by nervous system process","4/186","13/18723",6.28652625005287e-06,0.000196614315881756,0.000149026460084497,"NLGN1/NLGN2/NLGN3/TSHZ3",4
"GO:0035331","GO:0035331","negative regulation of hippo signaling","4/186","13/18723",6.28652625005287e-06,0.000196614315881756,0.000149026460084497,"DLG5/MARK3/SHANK2/WWC1",4
"GO:0072578","GO:0072578","neurotransmitter-gated ion channel clustering","4/186","13/18723",6.28652625005287e-06,0.000196614315881756,0.000149026460084497,"DLG4/NLGN1/RELN/SHANK3",4
"GO:0060996","GO:0060996","dendritic spine development","8/186","99/18723",6.46258366753589e-06,0.000200078979201995,0.000151652548157913,"DIP2A/DLG4/DLG5/GRIN3A/MEF2C/NLGN1/RELN/SHANK3",8
"GO:0033555","GO:0033555","multicellular organismal response to stress","7/186","71/18723",6.63353874276337e-06,0.000201304913332374,0.000152581761389044,"ADRB1/GABRA5/GJA1/MEF2C/NOS1/RELN/SLC1A1",7
"GO:0050795","GO:0050795","regulation of behavior","7/186","71/18723",6.63353874276337e-06,0.000201304913332374,0.000152581761389044,"ADRB1/DLG4/GJA1/MEF2C/MTNR1B/NLGN1/RELN",7
"GO:0051588","GO:0051588","regulation of neurotransmitter transport","8/186","100/18723",6.96551920954067e-06,0.000209307023306296,0.000158647068064564,"APBA1/CASK/FLOT1/GRIN3A/ITGB3/MEF2C/NLGN1/NOS1",8
"GO:0010460","GO:0010460","positive regulation of heart rate","5/186","28/18723",7.48507933547538e-06,0.000222735613235263,0.000168825448067391,"ADRA1D/ADRB1/AVPR1A/RYR2/SLC1A1",5
"GO:0002027","GO:0002027","regulation of heart rate","8/186","103/18723",8.6773068733854e-06,0.000254916201827687,0.000193217157185097,"ADRA1D/ADRB1/AVPR1A/CAV1/DMD/RYR2/SLC1A1/SNTA1",8
"GO:0007638","GO:0007638","mechanosensory behavior","4/186","14/18723",8.73285520127476e-06,0.000254916201827687,0.000193217157185097,"CNTNAP2/NRXN1/NRXN2/SHANK3",4
"GO:0099054","GO:0099054","presynapse assembly","6/186","50/18723",9.79984433526546e-06,0.000283363423467817,0.000214779110704378,"IL1RAPL1/LRRTM3/NLGN1/NLGN2/NLGN3/NLGN4X",6
"GO:0035296","GO:0035296","regulation of tube diameter","9/186","141/18723",1.17782153692576e-05,0.000334261389877543,0.000253357907601867,"ADRA1D/ADRB1/AVPR1A/CAV1/GJA1/MTNR1B/NOS1/OXTR/SNTA1",9
"GO:0097746","GO:0097746","blood vessel diameter maintenance","9/186","141/18723",1.17782153692576e-05,0.000334261389877543,0.000253357907601867,"ADRA1D/ADRB1/AVPR1A/CAV1/GJA1/MTNR1B/NOS1/OXTR/SNTA1",9
"GO:0008306","GO:0008306","associative learning","7/186","78/18723",1.24296846044255e-05,0.000344297824573622,0.000260965158009439,"GABRA5/GRIN1/GRIN2A/KRAS/NETO1/RELN/SLC1A1",7
"GO:0043297","GO:0043297","apical junction assembly","7/186","78/18723",1.24296846044255e-05,0.000344297824573622,0.000260965158009439,"CTNNA1/DLG1/DLG5/GJA1/MPP7/OCLN/PARD3",7
"GO:0035150","GO:0035150","regulation of tube size","9/186","142/18723",1.24688608573155e-05,0.000344297824573622,0.000260965158009439,"ADRA1D/ADRB1/AVPR1A/CAV1/GJA1/MTNR1B/NOS1/OXTR/SNTA1",9
"GO:0060537","GO:0060537","muscle tissue development","15/186","403/18723",1.26742119680161e-05,0.000346843390017582,0.000262894603509506,"CAV1/CXADR/DIPK2A/DLG1/DMD/ERBB4/FLOT1/FRS2/GJA1/HEY1/JARID2/MEF2C/RARB/RYR2/SOX9",15
"GO:0099172","GO:0099172","presynapse organization","6/186","53/18723",1.38127790221758e-05,0.000374656351353706,0.000283975810917019,"IL1RAPL1/LRRTM3/NLGN1/NLGN2/NLGN3/NLGN4X",6
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","9/186","145/18723",1.47519309111646e-05,0.000396619896865961,0.000300623375077934,"BDNF/DLX1/DNAJC5/EN2/GABRA5/KRAS/MEF2C/MTNR1B/SLC1A1",9
"GO:0086002","GO:0086002","cardiac muscle cell action potential involved in contraction","6/186","54/18723",1.54120888272205e-05,0.000410765671786355,0.000311345355072546,"CAV1/DLG1/GJA1/RYR2/SCN1A/SNTA1",6
"GO:0044065","GO:0044065","regulation of respiratory system process","4/186","16/18723",1.56326099364796e-05,0.000413051288407844,0.000313077768873053,"NLGN1/NLGN2/NLGN3/TSHZ3",4
"GO:0098900","GO:0098900","regulation of action potential","6/186","55/18723",1.71576000536402e-05,0.000449470462943651,0.000340682171105568,"CAV1/CXADR/DLG1/MTNR1B/NTSR1/RYR2",6
"GO:0098657","GO:0098657","import into cell","11/186","227/18723",1.74167616840429e-05,0.00045239300475925,0.000342897350907071,"DLG1/FLOT1/HFE/ITGB3/KCNJ12/KCNJ4/NOS1/NTSR1/SLC16A2/SLC19A1/SLC1A1",11
"GO:0002090","GO:0002090","regulation of receptor internalization","6/186","56/18723",1.9059148838162e-05,0.000490893203268626,0.000372079093196139,"DLG4/FLOT1/ITGB3/MAGI2/MTMR2/SCRIB",6
"GO:0042310","GO:0042310","vasoconstriction","7/186","84/18723",2.02691780487887e-05,0.000505455427044773,0.000383116726191402,"ADRA1D/AVPR1A/CAV1/GJA1/MTNR1B/OXTR/SNTA1",7
"GO:0097061","GO:0097061","dendritic spine organization","7/186","84/18723",2.02691780487887e-05,0.000505455427044773,0.000383116726191402,"DIP2A/DLG4/GRIN2B/MTMR2/NLGN1/RELN/SHANK3",7
"GO:0016264","GO:0016264","gap junction assembly","4/186","17/18723",2.02841819009811e-05,0.000505455427044773,0.000383116726191402,"CAV1/CNTNAP2/CTNNA1/GJA1",4
"GO:0098962","GO:0098962","regulation of postsynaptic neurotransmitter receptor activity","4/186","17/18723",2.02841819009811e-05,0.000505455427044773,0.000383116726191402,"DLGAP1/DLGAP2/DLGAP3/DLGAP4",4
"GO:0043270","GO:0043270","positive regulation of ion transport","12/186","275/18723",2.05164577598452e-05,0.00050712050833811,0.000384378796909834,"AVPR1A/CASK/CAV1/DLG1/DMD/GRIN1/NLGN3/NOS1/NTSR1/RELN/RYR2/SHANK3",12
"GO:0045907","GO:0045907","positive regulation of vasoconstriction","5/186","35/18723",2.33694835737548e-05,0.000573019737228467,0.000434328002082331,"ADRA1D/AVPR1A/CAV1/GJA1/OXTR",5
"GO:0097107","GO:0097107","postsynaptic density assembly","4/186","18/18723",2.58775637960081e-05,0.00062948200821242,0.000477124338327401,"NLGN2/NRXN1/NRXN2/SHANK3",4
"GO:1903539","GO:1903539","protein localization to postsynaptic membrane","5/186","36/18723",2.69213298150702e-05,0.000649715558135354,0.000492460629107831,"DLG1/DLG4/GRIN2A/GRIN2C/SCRIB",5
"GO:0062237","GO:0062237","protein localization to postsynapse","5/186","37/18723",3.08784537439782e-05,0.000739394224416354,0.000560433778067105,"DLG1/DLG4/GRIN2A/GRIN2C/SCRIB",5
"GO:0060998","GO:0060998","regulation of dendritic spine development","6/186","61/18723",3.12813881873707e-05,0.000743236083676676,0.000563345766866806,"DLG5/GRIN3A/MEF2C/NLGN1/RELN/SHANK3",6
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","10/186","200/18723",3.23732651615686e-05,0.000760969627766844,0.000576787144666068,"APBA1/CASK/DNAJC5/GRIN3A/ITGB3/NLGN1/NLGN2/NLGN3/NLGN4X/SCRIB",10
"GO:0030011","GO:0030011","maintenance of cell polarity","4/186","19/18723",3.25243136174409e-05,0.000760969627766844,0.000576787144666068,"DLG5/LIN7A/LIN7B/LIN7C",4
"GO:0042596","GO:0042596","fear response","5/186","38/18723",3.52722526945204e-05,0.00081901101900534,0.000620780396306271,"ADRB1/GABRA5/GJA1/MEF2C/SLC1A1",5
"GO:0106027","GO:0106027","neuron projection organization","7/186","93/18723",3.93299873547838e-05,0.000906363994303852,0.000686990756565159,"DIP2A/DLG4/GRIN2B/MTMR2/NLGN1/RELN/SHANK3",7
"GO:0045823","GO:0045823","positive regulation of heart contraction","5/186","39/18723",4.01353994773623e-05,0.000915879343577753,0.00069420304328191,"ADRA1D/ADRB1/AVPR1A/RYR2/SLC1A1",5
"GO:0014047","GO:0014047","glutamate secretion","4/186","20/18723",4.03405257367036e-05,0.000915879343577753,0.00069420304328191,"APBA1/AVPR1A/GJA1/NTSR1",4
"GO:0006936","GO:0006936","muscle contraction","13/186","347/18723",4.55903395330814e-05,0.00102745875491834,0.000778776155955965,"CAV1/DLG1/DMD/DTNA/GJA1/KCNJ12/NOS1/OXTR/RYR2/SCN1A/SNTA1/SNTB1/UTRN",13
"GO:0035330","GO:0035330","regulation of hippo signaling","4/186","21/18723",4.94465870267052e-05,0.00110623203822519,0.000838483423495493,"DLG5/MARK3/SHANK2/WWC1",4
"GO:0051924","GO:0051924","regulation of calcium ion transport","11/186","255/18723",5.06231402125942e-05,0.00112434728080871,0.000852214114791727,"CASK/CAV1/CRHR1/DMD/EPB41/GJA1/GRIN1/LYN/NOS1/NTSR1/RYR2",11
"GO:1903524","GO:1903524","positive regulation of blood circulation","5/186","41/18723",5.14067829060871e-05,0.00113353805472775,0.000859180385261145,"ADRA1D/ADRB1/AVPR1A/RYR2/SLC1A1",5
"GO:1902305","GO:1902305","regulation of sodium ion transmembrane transport","6/186","68/18723",5.82181990685944e-05,0.00127456271532316,0.000966071919882616,"DLG1/DMD/NETO1/NOS1/SNTA1/UTRN",6
"GO:0048169","GO:0048169","regulation of long-term neuronal synaptic plasticity","4/186","22/18723",5.99669394456601e-05,0.00130353666241807,0.000988033112031145,"DLG4/KRAS/NETO1/SHANK3",4
"GO:0060048","GO:0060048","cardiac muscle contraction","8/186","137/18723",6.84943976734306e-05,0.00147841780893708,0.00112058662464982,"CAV1/DLG1/DMD/GJA1/NOS1/RYR2/SCN1A/SNTA1",8
"GO:0070588","GO:0070588","calcium ion transmembrane transport","12/186","312/18723",6.99222291840363e-05,0.0014986827443991,0.00113594670452093,"CRHR1/DMD/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A/LCK/LYN/NOS1/NTSR1/RYR2",12
"GO:0010522","GO:0010522","regulation of calcium ion transport into cytosol","7/186","102/18723",7.11285124293952e-05,0.00151395062913956,0.00114751920271692,"CAV1/DMD/GRIN1/LYN/NOS1/NTSR1/RYR2",7
"GO:0021544","GO:0021544","subpallium development","4/186","23/18723",7.20298489490242e-05,0.00152256197950868,0.00115404629132847,"CNTNAP2/DLX1/RARB/SHANK3",4
"GO:0035265","GO:0035265","organ growth","9/186","178/18723",7.40355111786479e-05,0.00155423864220929,0.00117805604305174,"DIPK2A/ERBB4/GJA1/JARID2/MEF2C/NLGN4X/RARB/SOX9/WWC1",9
"GO:0006941","GO:0006941","striated muscle contraction","9/186","179/18723",7.72970782590994e-05,0.00161167037322544,0.0012215871945423,"CAV1/DLG1/DMD/DTNA/GJA1/NOS1/RYR2/SCN1A/SNTA1",9
"GO:0099504","GO:0099504","synaptic vesicle cycle","9/186","181/18723",8.41837155165788e-05,0.00174339924363726,0.00132143286020689,"APBA1/CASK/DNAJC5/GRIN3A/NLGN1/NLGN2/NLGN3/NLGN4X/SCRIB",9
"GO:2000310","GO:2000310","regulation of NMDA receptor activity","4/186","24/18723",8.5767180602008e-05,0.00176427119828963,0.00133725303842198,"DLG4/MEF2C/NLGN1/RELN",4
"GO:0086003","GO:0086003","cardiac muscle cell contraction","6/186","73/18723",8.69062017660665e-05,0.00177578338941996,0.00134597885822953,"CAV1/DLG1/GJA1/RYR2/SCN1A/SNTA1",6
"GO:0030010","GO:0030010","establishment of cell polarity","8/186","143/18723",9.2581382901383e-05,0.00187921813637575,0.00142437861319869,"GJA1/KIF26B/LLGL1/MARK2/MPP7/PARD3/SCRIB/WWC1",8
"GO:0120192","GO:0120192","tight junction assembly","6/186","74/18723",9.38019633314489e-05,0.00189146722112428,0.00143366297141626,"DLG1/GJA1/MPDZ/MPP7/OCLN/PARD3",6
"GO:0010996","GO:0010996","response to auditory stimulus","4/186","25/18723",0.000101314179767329,0.00202959451625401,0.00153835840898862,"CNTNAP2/NRXN1/NRXN2/SHANK3",4
"GO:0043266","GO:0043266","regulation of potassium ion transport","7/186","109/18723",0.00010827201918877,0.0021548944078804,0.00163333114387981,"CAV1/DLG1/DPP10/DPP6/MTNR1B/NETO1/NOS1",7
"GO:0030900","GO:0030900","forebrain development","13/186","379/18723",0.000111104582479151,0.00219700351805546,0.00166524830921213,"AVPR1A/CNTNAP2/DLX1/ERBB4/FRS2/KRAS/OXTR/PCDH9/PTCHD1/RARB/RELN/SHANK3/SIN3A",13
"GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis","7/186","110/18723",0.000114672379167337,0.00225301821889672,0.00170770540365933,"DLG4/FLOT1/HFE/ITGB3/MAGI2/MTMR2/SCRIB",7
"GO:0050905","GO:0050905","neuromuscular process","8/186","148/18723",0.000117665238851747,0.00229709526802933,0.00174111419474225,"CHD8/DLG4/DMD/GRIN2A/GRIN2C/GRIN3A/NLGN2/NRXN1",8
"GO:0002026","GO:0002026","regulation of the force of heart contraction","4/186","26/18723",0.000118809259245025,0.00230474923788609,0.00174691562394251,"ADRB1/CAV1/NOS1/RYR2",4
"GO:0051932","GO:0051932","synaptic transmission, GABAergic","5/186","49/18723",0.000122670152384925,0.00236467935257732,0.00179234045887804,"GABRA5/KRAS/NLGN1/NLGN2/OXTR",5
"GO:0014706","GO:0014706","striated muscle tissue development","13/186","384/18723",0.000126542543144557,0.00242408059211292,0.00183736442578972,"CAV1/CXADR/DIPK2A/DMD/ERBB4/FLOT1/FRS2/GJA1/HEY1/JARID2/MEF2C/RARB/RYR2",13
"GO:0048738","GO:0048738","cardiac muscle tissue development","10/186","236/18723",0.000129145376450738,0.0024585750237361,0.00186350994329374,"CXADR/DIPK2A/ERBB4/FRS2/GJA1/HEY1/JARID2/MEF2C/RARB/RYR2",10
"GO:0031623","GO:0031623","receptor internalization","7/186","113/18723",0.000135741798224851,0.00256820130592079,0.00194660265550517,"CAV1/DLG4/FLOT1/ITGB3/MAGI2/MTMR2/SCRIB",7
"GO:0048520","GO:0048520","positive regulation of behavior","4/186","27/18723",0.00013839379224327,0.00258644495869281,0.00196043067702757,"GJA1/MEF2C/MTNR1B/NLGN1",4
"GO:0098901","GO:0098901","regulation of cardiac muscle cell action potential","4/186","27/18723",0.00013839379224327,0.00258644495869281,0.00196043067702757,"CAV1/CXADR/DLG1/RYR2",4
"GO:0120193","GO:0120193","tight junction organization","6/186","80/18723",0.000144856509007976,0.0026908193946027,0.00203954268185393,"DLG1/GJA1/MPDZ/MPP7/OCLN/PARD3",6
"GO:0035090","GO:0035090","maintenance of apical/basal cell polarity","3/186","11/18723",0.000150107846452045,0.00273857469866379,0.00207573945563699,"LIN7A/LIN7B/LIN7C",3
"GO:0045199","GO:0045199","maintenance of epithelial cell apical/basal polarity","3/186","11/18723",0.000150107846452045,0.00273857469866379,0.00207573945563699,"LIN7A/LIN7B/LIN7C",3
"GO:0046710","GO:0046710","GDP metabolic process","3/186","11/18723",0.000150107846452045,0.00273857469866379,0.00207573945563699,"CASK/DLG1/DLG2",3
"GO:0006813","GO:0006813","potassium ion transport","10/186","241/18723",0.000153250319933986,0.00277936231122881,0.0021066549741159,"CAV1/DLG1/DPP10/DPP6/KCNA4/KCNJ12/KCNJ4/MTNR1B/NETO1/NOS1",10
"GO:0003012","GO:0003012","muscle system process","14/186","452/18723",0.000176495025622316,0.00318210149136706,0.00241191654209568,"CAV1/DLG1/DMD/DTNA/GJA1/JARID2/KCNJ12/NOS1/OXTR/RYR2/SCN1A/SNTA1/SNTB1/UTRN",14
"GO:0051402","GO:0051402","neuron apoptotic process","10/186","246/18723",0.000181044879933462,0.00324504419295941,0.00245962480771406,"BDNF/DIO3/DLX1/DNAJC5/EN2/GABRA5/KRAS/MEF2C/MTNR1B/SLC1A1",10
"GO:0006835","GO:0006835","dicarboxylic acid transport","6/186","84/18723",0.000189629466465513,0.00337915299253952,0.00256127437264007,"APBA1/AVPR1A/GJA1/NTSR1/SLC19A1/SLC1A1",6
"GO:0098911","GO:0098911","regulation of ventricular cardiac muscle cell action potential","3/186","12/18723",0.000198681711947243,0.00351999680415203,0.00266802883034722,"CAV1/DLG1/RYR2",3
"GO:0035637","GO:0035637","multicellular organismal signaling","8/186","160/18723",0.000201419385135659,0.00354433193232894,0.00268647396742508,"AVPR1A/CAV1/CNTNAP2/CXADR/GJA1/MTNR1B/RYR2/SCN1A",8
"GO:0032092","GO:0032092","positive regulation of protein binding","6/186","85/18723",0.000202368054863806,0.00354433193232894,0.00268647396742508,"BDNF/CAV1/EPB41/FLOT1/HFE/MARK3",6
"GO:0006887","GO:0006887","exocytosis","12/186","352/18723",0.000216210729864274,0.00376526072178409,0.00285392990915343,"APBA1/CASK/DNAJC5/GRIN3A/IL1RAPL1/LIN7A/LIN7B/LIN7C/LLGL1/LYN/NLGN1/SCRIB",12
"GO:0015800","GO:0015800","acidic amino acid transport","5/186","56/18723",0.000232321007060392,0.004022959811526,0.00304925639359076,"APBA1/AVPR1A/GJA1/NTSR1/SLC1A1",5
"GO:1901215","GO:1901215","negative regulation of neuron death","9/186","208/18723",0.000240412911310341,0.00413969423127075,0.00313773681408588,"BDNF/DLX1/DNAJC5/EN2/GABRA5/KRAS/MEF2C/MTNR1B/SLC1A1",9
"GO:0032230","GO:0032230","positive regulation of synaptic transmission, GABAergic","3/186","13/18723",0.0002564002676564,0.00439031743221714,0.0033277000336235,"NLGN1/NLGN2/OXTR",3
"GO:0043112","GO:0043112","receptor metabolic process","8/186","166/18723",0.000258801148621825,0.00440680844736608,0.00334019961993198,"CAV1/DLG4/FLOT1/ITGB3/LAMTOR1/MAGI2/MTMR2/SCRIB",8
"GO:0030100","GO:0030100","regulation of endocytosis","9/186","211/18723",0.000267305540224368,0.00452647226954523,0.00343090042032672,"CAV1/DLG4/FLOT1/HFE/ITGB3/MAGI2/MTMR2/NLGN1/SCRIB",9
"GO:0070997","GO:0070997","neuron death","12/186","361/18723",0.000272274832152054,0.00456133900982309,0.00345732813417346,"BDNF/DHCR24/DIO3/DLX1/DNAJC5/EN2/GABRA5/GRIN2B/KRAS/MEF2C/MTNR1B/SLC1A1",12
"GO:0030431","GO:0030431","sleep","4/186","32/18723",0.000272788650814195,0.00456133900982309,0.00345732813417346,"ADRB1/GRIN2A/MTNR1B/OXTR",4
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process","5/186","58/18723",0.000274256078717233,0.00456133900982309,0.00345732813417346,"CASK/DLG1/DLG2/DPYD/UPP2",5
"GO:0002028","GO:0002028","regulation of sodium ion transport","6/186","90/18723",0.000276540255136,0.00456133900982309,0.00345732813417346,"DLG1/DMD/NETO1/NOS1/SNTA1/UTRN",6
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","9/186","212/18723",0.000276805564707046,0.00456133900982309,0.00345732813417346,"BDNF/DLX1/DNAJC5/EN2/GABRA5/KRAS/MEF2C/MTNR1B/SLC1A1",9
"GO:0019932","GO:0019932","second-messenger-mediated signaling","11/186","312/18723",0.000297791206037287,0.0048809093395951,0.0036995507555547,"AVPR1A/DMD/GRIN1/GRIN2A/GRIN2B/GRIN2C/GUCY1A2/MTNR1B/NOS1/RYR2/SOX9",11
"GO:0032228","GO:0032228","regulation of synaptic transmission, GABAergic","4/186","33/18723",0.000308019854615093,0.00502170667231522,0.00380626998396143,"KRAS/NLGN1/NLGN2/OXTR",4
"GO:0009612","GO:0009612","response to mechanical stimulus","9/186","216/18723",0.000317650491369076,0.00515131616955671,0.00390450924228099,"CNTNAP2/DMD/GJA1/NRXN1/NRXN2/RYR2/SCN1A/SHANK3/SOX9",9
"GO:0060038","GO:0060038","cardiac muscle cell proliferation","5/186","60/18723",0.000321699344905392,0.00518951837965803,0.00393346512025595,"DIPK2A/ERBB4/GJA1/JARID2/MEF2C",5
"GO:0060080","GO:0060080","inhibitory postsynaptic potential","3/186","14/18723",0.000323945925598707,0.00519839927727769,0.00394019651582445,"NLGN2/NLGN3/NTSR1",3
"GO:0001662","GO:0001662","behavioral fear response","4/186","34/18723",0.000346396795863983,0.00546402296211217,0.00414152955349242,"GABRA5/GJA1/MEF2C/SLC1A1",4
"GO:0030865","GO:0030865","cortical cytoskeleton organization","5/186","61/18723",0.000347629519612357,0.00546402296211217,0.00414152955349242,"DLG1/EPB41/LLGL1/NLGN1/RHOB",5
"GO:0043954","GO:0043954","cellular component maintenance","5/186","61/18723",0.000347629519612357,0.00546402296211217,0.00414152955349242,"DLG1/DLG3/GRIN2B/MTMR2/NLGN2",5
"GO:0060997","GO:0060997","dendritic spine morphogenesis","5/186","61/18723",0.000347629519612357,0.00546402296211217,0.00414152955349242,"DIP2A/DLG4/NLGN1/RELN/SHANK3",5
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","9/186","219/18723",0.000351452579032564,0.00546803124230867,0.00414456768327475,"CA2/DMD/NLGN3/NOS1/NTSR1/OCLN/RELN/RYR2/SHANK3",9
"GO:0071805","GO:0071805","potassium ion transmembrane transport","9/186","219/18723",0.000351452579032564,0.00546803124230867,0.00414456768327475,"CAV1/DLG1/DPP10/DPP6/KCNA4/KCNJ12/KCNJ4/MTNR1B/NETO1",9
"GO:0001894","GO:0001894","tissue homeostasis","10/186","268/18723",0.000359071503298926,0.00553648229303006,0.00419645107605987,"CA2/CXADR/DMD/GJA1/ITGB3/KRAS/OCLN/SLC1A1/SOX9/USH2A",10
"GO:1901214","GO:1901214","regulation of neuron death","11/186","319/18723",0.00035946491886231,0.00553648229303006,0.00419645107605987,"BDNF/DHCR24/DLX1/DNAJC5/EN2/GABRA5/GRIN2B/KRAS/MEF2C/MTNR1B/SLC1A1",11
"GO:1901379","GO:1901379","regulation of potassium ion transmembrane transport","6/186","95/18723",0.000370558078601688,0.00566360988304157,0.0042928091394772,"CAV1/DLG1/DPP10/DPP6/MTNR1B/NETO1",6
"GO:0048488","GO:0048488","synaptic vesicle endocytosis","5/186","62/18723",0.000375110214113357,0.00566360988304157,0.0042928091394772,"NLGN1/NLGN2/NLGN3/NLGN4X/SCRIB",5
"GO:0099072","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","5/186","62/18723",0.000375110214113357,0.00566360988304157,0.0042928091394772,"DLG1/DLG3/DLG4/ITGB3/SCRIB",5
"GO:0140238","GO:0140238","presynaptic endocytosis","5/186","62/18723",0.000375110214113357,0.00566360988304157,0.0042928091394772,"NLGN1/NLGN2/NLGN3/NLGN4X/SCRIB",5
"GO:0002209","GO:0002209","behavioral defense response","4/186","35/18723",0.000388077739385302,0.00577406927774733,0.00437653332050772,"GABRA5/GJA1/MEF2C/SLC1A1",4
"GO:0035633","GO:0035633","maintenance of blood-brain barrier","4/186","35/18723",0.000388077739385302,0.00577406927774733,0.00437653332050772,"DMD/GJA1/OCLN/SLC1A1",4
"GO:0086005","GO:0086005","ventricular cardiac muscle cell action potential","4/186","35/18723",0.000388077739385302,0.00577406927774733,0.00437653332050772,"CAV1/DLG1/RYR2/SNTA1",4
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","6/186","96/18723",0.00039204453862987,0.005804910680679,0.00439990997587655,"ADRA1D/ADRB1/AVPR1A/GJA1/NTSR1/OXTR",6
"GO:0098739","GO:0098739","import across plasma membrane","8/186","177/18723",0.000398570906210358,0.00587317224776321,0.00445164974699524,"DLG1/HFE/KCNJ12/KCNJ4/NTSR1/SLC16A2/SLC19A1/SLC1A1",8
"GO:0070252","GO:0070252","actin-mediated cell contraction","6/186","97/18723",0.000414492532945947,0.00607856274392022,0.00460732823073132,"CAV1/DLG1/GJA1/RYR2/SCN1A/SNTA1",6
"GO:0060562","GO:0060562","epithelial tube morphogenesis","11/186","325/18723",0.00042056679736967,0.00613827254256208,0.0046525860741597,"DLG1/DLG5/FOXP1/KIF26B/KRAS/MEF2C/PHACTR4/RHOB/RYR2/SCRIB/SOX9",11
"GO:0042692","GO:0042692","muscle cell differentiation","12/186","384/18723",0.000474391307513504,0.00687117745179746,0.00520810118867245,"AVPR1A/BDNF/CXADR/DMD/FLOT1/FRS2/HEY1/KRAS/MEF2C/NOS1/RARB/SOX9",12
"GO:0048638","GO:0048638","regulation of developmental growth","11/186","330/18723",0.000477934847773091,0.00687117745179746,0.00520810118867245,"ADRB1/BDNF/DIO3/DUSP10/ERBB4/GJA1/JARID2/MEF2C/RAI1/SIN3A/WWC1",11
"GO:0003016","GO:0003016","respiratory system process","4/186","37/18723",0.00048199124050129,0.00687117745179746,0.00520810118867245,"NLGN1/NLGN2/NLGN3/TSHZ3",4
"GO:0031646","GO:0031646","positive regulation of nervous system process","4/186","37/18723",0.00048199124050129,0.00687117745179746,0.00520810118867245,"MTNR1B/NLGN2/NTSR1/PARD3",4
"GO:0072529","GO:0072529","pyrimidine-containing compound catabolic process","4/186","37/18723",0.00048199124050129,0.00687117745179746,0.00520810118867245,"DPYD/TET1/TET3/UPP2",4
"GO:0017014","GO:0017014","protein nitrosylation","3/186","16/18723",0.000491135105783092,0.00690517935424392,0.00523387338707524,"DMD/NOS1/SNTA1",3
"GO:0018119","GO:0018119","peptidyl-cysteine S-nitrosylation","3/186","16/18723",0.000491135105783092,0.00690517935424392,0.00523387338707524,"DMD/NOS1/SNTA1",3
"GO:0046037","GO:0046037","GMP metabolic process","3/186","16/18723",0.000491135105783092,0.00690517935424392,0.00523387338707524,"CASK/DLG1/DLG2",3
"GO:1902476","GO:1902476","chloride transmembrane transport","5/186","66/18723",0.000501746926582599,0.00702216589029984,0.00532254490251283,"GABRA5/GABRB3/GABRQ/GLRA2/SLC1A1",5
"GO:0072659","GO:0072659","protein localization to plasma membrane","10/186","284/18723",0.000565151093145922,0.00787358227496478,0.0059678873807323,"DLG1/DPP10/DPP6/EFR3A/EFR3B/FLOT1/PALM/SCRIB/STX7/ZDHHC5",10
"GO:0007585","GO:0007585","respiratory gaseous exchange by respiratory system","5/186","68/18723",0.000575963892358671,0.00798791552072094,0.00605454779916927,"NLGN1/NLGN2/NLGN3/NTSR1/TSHZ3",5
"GO:0007625","GO:0007625","grooming behavior","3/186","17/18723",0.000592031732329258,0.00810079133745167,0.0061401035397118,"AVPR1A/DLG4/SLC1A1",3
"GO:0021756","GO:0021756","striatum development","3/186","17/18723",0.000592031732329258,0.00810079133745167,0.0061401035397118,"CNTNAP2/RARB/SHANK3",3
"GO:0051580","GO:0051580","regulation of neurotransmitter uptake","3/186","17/18723",0.000592031732329258,0.00810079133745167,0.0061401035397118,"FLOT1/ITGB3/NOS1",3
