"","ID","Description","Count","GeneRatio","geneID"
"GO:0033281","GO:0033281","TAT protein transport complex",0,"0/85",""
"GO:0033573","GO:0033573","high-affinity iron permease complex",0,"0/85",""
"GO:0034662","GO:0034662","CFTR-NHERF-ezrin complex",0,"0/85",""
"GO:0034673","GO:0034673","inhibin-betaglycan-ActRII complex",0,"0/85",""
"GO:0034995","GO:0034995","SC5b-7 complex",0,"0/85",""
"GO:0034997","GO:0034997","alphav-beta5 integrin-vitronectin complex",0,"0/85",""
"GO:0035003","GO:0035003","subapical complex",0,"0/85",""
"GO:0035866","GO:0035866","alphav-beta3 integrin-PKCalpha complex",1,"1/85","ITGB3"
"GO:0035867","GO:0035867","alphav-beta3 integrin-IGF-1-IGF1R complex",1,"1/85","ITGB3"
"GO:0035868","GO:0035868","alphav-beta3 integrin-HMGB1 complex",1,"1/85","ITGB3"
"GO:0042611","GO:0042611","MHC protein complex",0,"0/85",""
"GO:0043020","GO:0043020","NADPH oxidase complex",0,"0/85",""
"GO:0043190","GO:0043190","ATP-binding cassette (ABC) transporter complex",0,"0/85",""
"GO:0044731","GO:0044731","Ost-alpha/Ost-beta complex",0,"0/85",""
"GO:0044799","GO:0044799","NarGHI complex",0,"0/85",""
"GO:0045260","GO:0045260","plasma membrane proton-transporting ATP synthase complex",0,"0/85",""
"GO:0045262","GO:0045262","plasma membrane proton-transporting ATP synthase complex, catalytic core F(1)",0,"0/85",""
"GO:0045264","GO:0045264","plasma membrane proton-transporting ATP synthase complex, coupling factor F(o)",0,"0/85",""
"GO:0045272","GO:0045272","plasma membrane respiratory chain complex I",0,"0/85",""
"GO:0045274","GO:0045274","plasma membrane respiratory chain complex II",0,"0/85",""
"GO:0045282","GO:0045282","plasma membrane succinate dehydrogenase complex",0,"0/85",""
"GO:0045284","GO:0045284","plasma membrane fumarate reductase complex",0,"0/85",""
"GO:0048493","GO:0048493","plasma membrane-derived thylakoid ribulose bisphosphate carboxylase complex",0,"0/85",""
"GO:0070014","GO:0070014","sucrase-isomaltase complex",0,"0/85",""
"GO:0070017","GO:0070017","alphav-beta3 integrin-thrombospondin complex",0,"0/85",""
"GO:0070023","GO:0070023","interleukin-12-interleukin-12 receptor complex",0,"0/85",""
"GO:0070024","GO:0070024","CD19-Vav-PIK3R1 complex",0,"0/85",""
"GO:0070029","GO:0070029","alphav-beta3 integrin-osteopontin complex",0,"0/85",""
"GO:0070030","GO:0070030","alphav-beta1 integrin-osteopontin complex",0,"0/85",""
"GO:0070031","GO:0070031","alphav-beta5 integrin-osteopontin complex",0,"0/85",""
"GO:0070333","GO:0070333","alpha6-beta4 integrin-Shc-Grb2 complex",0,"0/85",""
"GO:0070334","GO:0070334","alpha6-beta4 integrin-laminin 5 complex",0,"0/85",""
"GO:0070357","GO:0070357","alphav-beta3 integrin-CD47 complex",0,"0/85",""
"GO:0070435","GO:0070435","Shc-EGFR complex",0,"0/85",""
"GO:0070436","GO:0070436","Grb2-EGFR complex",0,"0/85",""
"GO:0070437","GO:0070437","Grb2-Shc complex",0,"0/85",""
"GO:0070450","GO:0070450","interleukin4-interleukin-4 receptor complex",0,"0/85",""
"GO:0070464","GO:0070464","alphav-beta3 integrin-collagen alpha3(VI) complex",0,"0/85",""
"GO:0070465","GO:0070465","alpha1-beta1 integrin-alpha3(VI) complex",0,"0/85",""
"GO:0070466","GO:0070466","alpha2-beta1 integrin-alpha3(VI) complex",0,"0/85",""
"GO:0070515","GO:0070515","alphaIIb-beta3 integrin-talin complex",0,"0/85",""
"GO:0070518","GO:0070518","alpha4-beta1 integrin-CD53 complex",0,"0/85",""
"GO:0070519","GO:0070519","alpha4-beta1 integrin-CD63 complex",0,"0/85",""
"GO:0070520","GO:0070520","alpha4-beta1 integrin-CD81 complex",0,"0/85",""
"GO:0070521","GO:0070521","alpha4-beta1 integrin-CD82 complex",0,"0/85",""
"GO:0070558","GO:0070558","alphaM-beta2 integrin-CD63 complex",0,"0/85",""
"GO:0070618","GO:0070618","Grb2-Sos complex",0,"0/85",""
"GO:0070619","GO:0070619","Shc-Grb2-Sos complex",0,"0/85",""
"GO:0070620","GO:0070620","EGFR-Grb2-Sos complex",0,"0/85",""
"GO:0070621","GO:0070621","EGFR-Shc-Grb2-Sos complex",0,"0/85",""
"GO:0070718","GO:0070718","alphaPDGFR-SHP-2 complex",0,"0/85",""
"GO:0070719","GO:0070719","alphaPDGFR-PLC-gamma-1-PI3K-SHP-2 complex",0,"0/85",""
"GO:0070720","GO:0070720","Grb2-SHP-2 complex",0,"0/85",""
"GO:0070763","GO:0070763","Delta1 complex",0,"0/85",""
"GO:0070764","GO:0070764","gamma-secretase-Delta1 complex",0,"0/85",""
"GO:0070765","GO:0070765","gamma-secretase complex",0,"0/85",""
"GO:0070769","GO:0070769","alphaIIb-beta3 integrin-CIB complex",0,"0/85",""
"GO:0070770","GO:0070770","alphaIIb-beta3 integrin-CD47-FAK complex",0,"0/85",""
"GO:0070771","GO:0070771","alphaIIb-beta3 integrin-CD47-Src complex",0,"0/85",""
"GO:0071052","GO:0071052","alpha9-beta1 integrin-ADAM1 complex",0,"0/85",""
"GO:0071053","GO:0071053","alpha9-beta1 integrin-ADAM2 complex",0,"0/85",""
"GO:0071054","GO:0071054","alpha9-beta1 integrin-ADAM3 complex",0,"0/85",""
"GO:0071055","GO:0071055","alpha9-beta1 integrin-ADAM9 complex",0,"0/85",""
"GO:0071056","GO:0071056","alpha9-beta1 integrin-ADAM15 complex",0,"0/85",""
"GO:0071057","GO:0071057","alphav-beta3 integrin-ADAM15 complex",0,"0/85",""
"GO:0071058","GO:0071058","alpha3-beta1 integrin-CD151 complex",0,"0/85",""
"GO:0071059","GO:0071059","alpha6-beta1 integrin-CD151 complex",0,"0/85",""
"GO:0071060","GO:0071060","alpha7-beta1 integrin-CD151 complex",0,"0/85",""
"GO:0071061","GO:0071061","alpha6-beta4 integrin-CD151 complex",0,"0/85",""
"GO:0071062","GO:0071062","alphav-beta3 integrin-vitronectin complex",1,"1/85","ITGB3"
"GO:0071064","GO:0071064","alphaE-beta7 integrin-E-cadherin complex",0,"0/85",""
"GO:0071065","GO:0071065","alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex",0,"0/85",""
"GO:0071067","GO:0071067","alphav-beta3 integrin-ADAM23 complex",0,"0/85",""
"GO:0071068","GO:0071068","alpha9-beta1 integrin-ADAM12 complex",0,"0/85",""
"GO:0071069","GO:0071069","alpha4-beta1 integrin-thrombospondin-1 complex",0,"0/85",""
"GO:0071070","GO:0071070","alpha4-beta1 integrin-thrombospondin-2 complex",0,"0/85",""
"GO:0071078","GO:0071078","fibronectin-tissue transglutaminase complex",0,"0/85",""
"GO:0071079","GO:0071079","alpha2-beta1 integrin-chondroadherin complex",0,"0/85",""
"GO:0071080","GO:0071080","alpha3-beta1 integrin-basigin complex",0,"0/85",""
"GO:0071081","GO:0071081","alpha3-beta1 integrin-CD63 complex",0,"0/85",""
"GO:0071082","GO:0071082","alpha9-beta1 integrin-tenascin complex",0,"0/85",""
"GO:0071083","GO:0071083","alphaV-beta3 integrin-CD47-FCER2 complex",0,"0/85",""
"GO:0071084","GO:0071084","alpha2-beta1 integrin-CD47 complex",0,"0/85",""
"GO:0071085","GO:0071085","alphaIIb-beta3 integrin-CD9 complex",0,"0/85",""
"GO:0071086","GO:0071086","alphaIIb-beta3 integrin-CD9-CD47-platelet glycoprotein Ib complex",0,"0/85",""
"GO:0071087","GO:0071087","alpha11-beta1 integrin-collagen type I complex",0,"0/85",""
"GO:0071088","GO:0071088","alpha5-beta1 integrin-tissue transglutaminase complex",0,"0/85",""
"GO:0071089","GO:0071089","alphaV-beta3 integrin-tissue transglutaminase complex",0,"0/85",""
"GO:0071090","GO:0071090","alphaIIb-beta3 integrin-fibronectin-tissue transglutaminase complex",0,"0/85",""
"GO:0071091","GO:0071091","alpha1-beta1 integrin-tissue transglutaminase complex",0,"0/85",""
"GO:0071092","GO:0071092","alpha3-beta1 integrin-tissue transglutaminase complex",0,"0/85",""
"GO:0071093","GO:0071093","alpha5-beta1 integrin-fibronectin-tissue transglutaminase complex",0,"0/85",""
"GO:0071094","GO:0071094","alpha6-beta4 integrin-CD9 complex",0,"0/85",""
"GO:0071095","GO:0071095","alpha3-beta1 integrin-thrombospondin complex",0,"0/85",""
"GO:0071096","GO:0071096","alphaV-beta3 integrin-gelsolin complex",0,"0/85",""
"GO:0071097","GO:0071097","alphaV-beta3 integrin-paxillin-Pyk2 complex",0,"0/85",""
"GO:0071098","GO:0071098","alpha6-beta4 integrin-Fyn complex",0,"0/85",""
"GO:0071099","GO:0071099","alphaV-beta6 integrin-TGFbeta-3 complex",0,"0/85",""
"GO:0071100","GO:0071100","alphaV-beta8 integrin-MMP14-TGFbeta-1 complex",0,"0/85",""
"GO:0071101","GO:0071101","alpha4-beta1 integrin-JAM2 complex",0,"0/85",""
"GO:0071102","GO:0071102","alpha4-beta1 integrin-paxillin complex",0,"0/85",""
"GO:0071112","GO:0071112","alpha4-beta4 integrin-EMILIN-1 complex",0,"0/85",""
"GO:0071113","GO:0071113","alphaIIb-beta3 integrin-ICAM-4 complex",0,"0/85",""
"GO:0071114","GO:0071114","alphaV-beta3 integrin-tumstatin complex",0,"0/85",""
"GO:0071115","GO:0071115","alpha5-beta1 integrin-endostatin complex",0,"0/85",""
"GO:0071116","GO:0071116","alpha6-beta1 integrin-CYR61 complex",0,"0/85",""
"GO:0071117","GO:0071117","alpha5-beta1 integrin-fibronectin-NOV complex",0,"0/85",""
"GO:0071118","GO:0071118","alphaV-beta3 integrin-NOV complex",0,"0/85",""
"GO:0071119","GO:0071119","alpha7-beta1 integrin-nicotinamide riboside kinase complex",0,"0/85",""
"GO:0071120","GO:0071120","alpha4-beta1 integrin-CD47 complex",0,"0/85",""
"GO:0071121","GO:0071121","alpha9-beta1 integrin-VEGF-D complex",0,"0/85",""
"GO:0071122","GO:0071122","alpha9-beta1 integrin-VEGF-A complex",0,"0/85",""
"GO:0071123","GO:0071123","alpha9-beta1 integrin-VEGF-C complex",0,"0/85",""
"GO:0071124","GO:0071124","alpha1-beta1 integrin-tyrosine-protein phosphatase non-receptor type 2 complex",0,"0/85",""
"GO:0071125","GO:0071125","alphaV-beta3 integrin-EGFR complex",0,"0/85",""
"GO:0071126","GO:0071126","alphaV-beta6 integrin-osteopontin complex",0,"0/85",""
"GO:0071127","GO:0071127","alpha9-beta1 integrin-osteopontin complex",0,"0/85",""
"GO:0071128","GO:0071128","alpha5-beta1 integrin-osteopontin complex",0,"0/85",""
"GO:0071129","GO:0071129","alphaV-beta3 integrin-LPP3 complex",0,"0/85",""
"GO:0071130","GO:0071130","alpha5-beta1 integrin-LPP3 complex",0,"0/85",""
"GO:0071131","GO:0071131","alphaV-beta3 integrin-laminin alpha-4 complex",0,"0/85",""
"GO:0071132","GO:0071132","alphaX-beta2 integrin-ICAM-4 complex",0,"0/85",""
"GO:0071133","GO:0071133","alpha9-beta1 integrin-ADAM8 complex",0,"0/85",""
"GO:0071134","GO:0071134","alpha9-beta1 integrin-thrombospondin-1 complex",0,"0/85",""
"GO:0071135","GO:0071135","alpha7-beta1 integrin-focal adhesion kinase complex",0,"0/85",""
"GO:0071136","GO:0071136","alpha7-beta1 integrin-laminin alpha-2 complex",0,"0/85",""
"GO:0071137","GO:0071137","alphaV-beta3 integrin-CD98 complex",0,"0/85",""
"GO:0071138","GO:0071138","alpha5-beta5-fibronectin-SFRP2 complex",0,"0/85",""
"GO:0071183","GO:0071183","protocadherin-alpha-protocadherin-gamma complex",0,"0/85",""
"GO:0097025","GO:0097025","MPP7-DLG1-LIN7 complex",0,"0/85",""
"GO:0097538","GO:0097538","ciliary necklace",0,"0/85",""
"GO:0098802","GO:0098802","plasma membrane signaling receptor complex",4,"4/85","DLG4/GRIN2B/HFE/ITGB3"
"GO:1990176","GO:1990176","MalFGK2 complex",0,"0/85",""
"GO:1990184","GO:1990184","amino acid transport complex",0,"0/85",""
"GO:1990203","GO:1990203","MdtBC Complex",0,"0/85",""
"GO:1990207","GO:1990207","EmrE multidrug transporter complex",0,"0/85",""
"GO:1990270","GO:1990270","platelet-derived growth factor receptor-ligand complex",0,"0/85",""
"GO:1990392","GO:1990392","EFF-1 complex",0,"0/85",""
"GO:1990398","GO:1990398","Cus cation efflux complex",0,"0/85",""
"GO:1990851","GO:1990851","Wnt-Frizzled-LRP5/6 complex",0,"0/85",""
"GO:0005742","GO:0005742","mitochondrial outer membrane translocase complex",0,"0/85",""
"GO:0032865","GO:0032865","ERMES complex",0,"0/85",""
"GO:0036266","GO:0036266","Cdc48p-Npl4p-Vms1p AAA ATPase complex",0,"0/85",""
"GO:0000275","GO:0000275","mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)",0,"0/85",""
"GO:0000276","GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",0,"0/85",""
"GO:0001405","GO:0001405","PAM complex, Tim23 associated import motor",0,"0/85",""
"GO:0005744","GO:0005744","TIM23 mitochondrial import inner membrane translocase complex",0,"0/85",""
"GO:0005745","GO:0005745","m-AAA complex",0,"0/85",""
"GO:0005747","GO:0005747","mitochondrial respiratory chain complex I",0,"0/85",""
"GO:0005749","GO:0005749","mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)",0,"0/85",""
"GO:0005753","GO:0005753","mitochondrial proton-transporting ATP synthase complex",0,"0/85",""
"GO:0031942","GO:0031942","i-AAA complex",0,"0/85",""
"GO:0032478","GO:0032478","heterotetrameric decaprenyl diphosphate synthase complex",0,"0/85",""
"GO:0035632","GO:0035632","mitochondrial prohibitin complex",0,"0/85",""
"GO:0042652","GO:0042652","mitochondrial respiratory chain complex I, peripheral segment",0,"0/85",""
"GO:0042653","GO:0042653","mitochondrial respiratory chain complex I, membrane segment",0,"0/85",""
"GO:0042720","GO:0042720","mitochondrial inner membrane peptidase complex",0,"0/85",""
"GO:0042721","GO:0042721","TIM22 mitochondrial import inner membrane insertion complex",0,"0/85",""
"GO:0061617","GO:0061617","MICOS complex",0,"0/85",""
"GO:0062011","GO:0062011","mitochondrial respiratory chain complex IV pre-assembly complex",0,"0/85",""
"GO:0140275","GO:0140275","MIB complex",0,"0/85",""
"GO:1990246","GO:1990246","uniplex complex",0,"0/85",""
"GO:1990524","GO:1990524","INA complex",0,"0/85",""
"GO:1990677","GO:1990677","mitochondrial inner membrane assembly complex",0,"0/85",""
"GO:0045273","GO:0045273","respiratory chain complex II",0,"0/85",""
"GO:0045275","GO:0045275","respiratory chain complex III",0,"0/85",""
"GO:0045277","GO:0045277","respiratory chain complex IV",0,"0/85",""
"GO:0045281","GO:0045281","succinate dehydrogenase complex",0,"0/85",""
"GO:0045283","GO:0045283","fumarate reductase complex",0,"0/85",""
"GO:0009503","GO:0009503","thylakoid light-harvesting complex",0,"0/85",""
"GO:0009544","GO:0009544","chloroplast ATP synthase complex",0,"0/85",""
"GO:0009655","GO:0009655","PSII associated light-harvesting complex II, core complex",0,"0/85",""
"GO:0009656","GO:0009656","PSII associated light-harvesting complex II, peripheral complex",0,"0/85",""
"GO:0030085","GO:0030085","PSII associated light-harvesting complex II, peripheral complex, LHCIIb subcomplex",0,"0/85",""
"GO:0030093","GO:0030093","chloroplast photosystem I",0,"0/85",""
"GO:0030095","GO:0030095","chloroplast photosystem II",0,"0/85",""
"GO:0033174","GO:0033174","chloroplast proton-transporting ATP synthase complex, catalytic core CF(1)",0,"0/85",""
"GO:0033175","GO:0033175","chloroplast proton-transporting ATP synthase complex, coupling factor CF(o)",0,"0/85",""
"GO:0045320","GO:0045320","chloroplast proton-transporting ATP synthase complex",0,"0/85",""
"GO:0106094","GO:0106094","nuclear membrane microtubule tethering complex",0,"0/85",""
"GO:0009319","GO:0009319","cytochrome o ubiquinol oxidase complex",0,"0/85",""
"GO:0009357","GO:0009357","protein-N(PI)-phosphohistidine-sugar phosphotransferase complex",0,"0/85",""
"GO:0034702","GO:0034702","ion channel complex",12,"12/85","DLG4/DPP6/GABRA5/GABRB3/GLRA2/GRIN2B/RYR2/SCN1A/CNTNAP2/GABRQ/DPP10/UNC80"
"GO:0061841","GO:0061841","high-affinity iron exporter complex",0,"0/85",""
"GO:0061993","GO:0061993","calcium:proton antiporter complex",0,"0/85",""
"GO:0062155","GO:0062155","curli secretion complex",0,"0/85",""
"GO:0098533","GO:0098533","ATPase dependent transmembrane transport complex",0,"0/85",""
"GO:0110067","GO:0110067","ammonium transmembrane transporter complex",0,"0/85",""
"GO:1902509","GO:1902509","methionine-importing complex",0,"0/85",""
"GO:1903103","GO:1903103","potassium:proton antiporter complex",0,"0/85",""
"GO:1903113","GO:1903113","copper ion transmembrane transporter complex",0,"0/85",""
"GO:1903114","GO:1903114","silver ion transmembrane transporter complex",0,"0/85",""
"GO:1990195","GO:1990195","macrolide transmembrane transporter complex",0,"0/85",""
"GO:1990281","GO:1990281","efflux pump complex",0,"0/85",""
"GO:1990662","GO:1990662","S100A9 complex",0,"0/85",""
"GO:1990070","GO:1990070","TRAPPI protein complex",0,"0/85",""
"GO:1990071","GO:1990071","TRAPPII protein complex",0,"0/85",""
"GO:1990072","GO:1990072","TRAPPIII protein complex",0,"0/85",""
"GO:1990220","GO:1990220","GroEL-GroES complex",0,"0/85",""
"GO:0005683","GO:0005683","U7 snRNP",0,"0/85",""
"GO:0097525","GO:0097525","spliceosomal snRNP complex",0,"0/85",""
"GO:0120259","GO:0120259","7SK snRNP",0,"0/85",""
"GO:0032797","GO:0032797","SMN complex",0,"0/85",""
"GO:0034730","GO:0034730","SmD-containing SMN-Sm protein complex",0,"0/85",""
"GO:0034731","GO:0034731","Lsm-containing SMN-Sm protein complex",0,"0/85",""
"GO:0000110","GO:0000110","nucleotide-excision repair factor 1 complex",0,"0/85",""
"GO:0000111","GO:0000111","nucleotide-excision repair factor 2 complex",0,"0/85",""
"GO:0000112","GO:0000112","nucleotide-excision repair factor 3 complex",0,"0/85",""
"GO:0000113","GO:0000113","nucleotide-excision repair factor 4 complex",0,"0/85",""
"GO:0070312","GO:0070312","RAD52-ERCC4-ERCC1 complex",0,"0/85",""
"GO:0070522","GO:0070522","ERCC4-ERCC1 complex",0,"0/85",""
"GO:0070912","GO:0070912","Ddb1-Ckn1 complex",0,"0/85",""
"GO:0070913","GO:0070913","Ddb1-Wdr21 complex",0,"0/85",""
"GO:0071942","GO:0071942","XPC complex",0,"0/85",""
"GO:0000812","GO:0000812","Swr1 complex",0,"0/85",""
"GO:0016581","GO:0016581","NuRD complex",0,"0/85",""
"GO:0034967","GO:0034967","Set3 complex",0,"0/85",""
"GO:0070210","GO:0070210","Rpd3L-Expanded complex",0,"0/85",""
"GO:0070211","GO:0070211","Snt2C complex",0,"0/85",""
"GO:0070822","GO:0070822","Sin3-type complex",1,"1/85","SIN3A"
"GO:0070823","GO:0070823","HDA1 complex",0,"0/85",""
"GO:0070824","GO:0070824","SHREC complex",0,"0/85",""
"GO:0110129","GO:0110129","SHREC2 complex",0,"0/85",""
"GO:1990483","GO:1990483","Clr6 histone deacetylase complex I''",0,"0/85",""
"GO:0070461","GO:0070461","SAGA-type complex",0,"0/85",""
"GO:0070775","GO:0070775","H3 histone acetyltransferase complex",0,"0/85",""
"GO:1902562","GO:1902562","H4 histone acetyltransferase complex",0,"0/85",""
"GO:0005680","GO:0005680","anaphase-promoting complex",0,"0/85",""
"GO:0031436","GO:0031436","BRCA1-BARD1 complex",0,"0/85",""
"GO:0033768","GO:0033768","SUMO-targeted ubiquitin ligase complex",0,"0/85",""
"GO:0035102","GO:0035102","PRC1 complex",0,"0/85",""
"GO:0043224","GO:0043224","nuclear SCF ubiquitin ligase complex",0,"0/85",""
"GO:0043494","GO:0043494","CLRC complex",0,"0/85",""
"GO:0097658","GO:0097658","Asi complex",0,"0/85",""
"GO:0140261","GO:0140261","BCOR complex",0,"0/85",""
"GO:0101019","GO:0101019","nucleolar exosome (RNase complex)",0,"0/85",""
"GO:0000445","GO:0000445","THO complex part of transcription export complex",0,"0/85",""
"GO:0000446","GO:0000446","nucleoplasmic THO complex",0,"0/85",""
"GO:0070187","GO:0070187","shelterin complex",0,"0/85",""
"GO:1990879","GO:1990879","CST complex",0,"0/85",""
"GO:0031080","GO:0031080","nuclear pore outer ring",0,"0/85",""
"GO:0044611","GO:0044611","nuclear pore inner ring",0,"0/85",""
"GO:0044612","GO:0044612","nuclear pore linkers",0,"0/85",""
"GO:0044613","GO:0044613","nuclear pore central transport channel",0,"0/85",""
"GO:0044614","GO:0044614","nuclear pore cytoplasmic filaments",0,"0/85",""
"GO:0044615","GO:0044615","nuclear pore nuclear basket",0,"0/85",""
"GO:0070762","GO:0070762","nuclear pore transmembrane ring",0,"0/85",""
"GO:1990875","GO:1990875","nucleoplasmic side of nuclear pore",0,"0/85",""
"GO:1990876","GO:1990876","cytoplasmic side of nuclear pore",0,"0/85",""
"GO:0030869","GO:0030869","RENT complex",0,"0/85",""
"GO:0061773","GO:0061773","eNoSc complex",0,"0/85",""
"GO:0061793","GO:0061793","chromatin lock complex",0,"0/85",""
"GO:0005684","GO:0005684","U2-type spliceosomal complex",0,"0/85",""
"GO:0005689","GO:0005689","U12-type spliceosomal complex",0,"0/85",""
"GO:0044530","GO:0044530","supraspliceosomal complex",0,"0/85",""
"GO:0071010","GO:0071010","prespliceosome",0,"0/85",""
"GO:0071011","GO:0071011","precatalytic spliceosome",0,"0/85",""
"GO:0071012","GO:0071012","catalytic step 1 spliceosome",0,"0/85",""
"GO:0071013","GO:0071013","catalytic step 2 spliceosome",0,"0/85",""
"GO:0071014","GO:0071014","post-mRNA release spliceosomal complex",0,"0/85",""
"GO:0071020","GO:0071020","post-spliceosomal complex",0,"0/85",""
"GO:0071023","GO:0071023","trans spliceosomal complex",0,"0/85",""
"GO:0000333","GO:0000333","telomerase catalytic core complex",0,"0/85",""
"GO:0090661","GO:0090661","box H/ACA telomerase RNP complex",0,"0/85",""
"GO:0005847","GO:0005847","mRNA cleavage and polyadenylation specificity factor complex",0,"0/85",""
"GO:0005848","GO:0005848","mRNA cleavage stimulating factor complex",0,"0/85",""
"GO:0008024","GO:0008024","cyclin/CDK positive transcription elongation factor complex",0,"0/85",""
"GO:0016593","GO:0016593","Cdc73/Paf1 complex",0,"0/85",""
"GO:0032021","GO:0032021","NELF complex",0,"0/85",""
"GO:0032044","GO:0032044","DSIF complex",0,"0/85",""
"GO:0032783","GO:0032783","super elongation complex",0,"0/85",""
"GO:0035101","GO:0035101","FACT complex",0,"0/85",""
"GO:0070449","GO:0070449","elongin complex",0,"0/85",""
"GO:0019907","GO:0019907","cyclin-dependent protein kinase activating kinase holoenzyme complex",0,"0/85",""
"GO:1990508","GO:1990508","CKM complex",0,"0/85",""
"GO:0030690","GO:0030690","Noc1p-Noc2p complex",0,"0/85",""
"GO:0030691","GO:0030691","Noc2p-Noc3p complex",0,"0/85",""
"GO:0030692","GO:0030692","Noc4p-Nop14p complex",0,"0/85",""
"GO:0035098","GO:0035098","ESC/E(Z) complex",1,"1/85","JARID2"
"GO:0035517","GO:0035517","PR-DUB complex",0,"0/85",""
"GO:0031601","GO:0031601","nuclear proteasome core complex",0,"0/85",""
"GO:0090694","GO:0090694","Scc2-Scc4 cohesin loading complex",0,"0/85",""
"GO:0090695","GO:0090695","Wpl/Pds5 cohesin loading/unloading complex",0,"0/85",""
"GO:1990333","GO:1990333","mitotic checkpoint complex, CDC20-MAD2 subcomplex",0,"0/85",""
"GO:0044665","GO:0044665","MLL1/2 complex",1,"1/85","CHD8"
"GO:0044666","GO:0044666","MLL3/4 complex",0,"0/85",""
"GO:0048188","GO:0048188","Set1C/COMPASS complex",0,"0/85",""
"GO:0070311","GO:0070311","nucleosomal methylation activator complex",0,"0/85",""
"GO:1990501","GO:1990501","exon-exon junction subcomplex mago-y14",0,"0/85",""
"GO:0005658","GO:0005658","alpha DNA polymerase:primase complex",0,"0/85",""
"GO:0005662","GO:0005662","DNA replication factor A complex",0,"0/85",""
"GO:0043599","GO:0043599","nuclear DNA replication factor C complex",0,"0/85",""
"GO:0043625","GO:0043625","delta DNA polymerase complex",0,"0/85",""
"GO:0043847","GO:0043847","DNA polymerase III, clamp loader chi/psi subcomplex",0,"0/85",""
"GO:0043845","GO:0043845","DNA polymerase III, proofreading complex",0,"0/85",""
"GO:0016456","GO:0016456","X chromosome located dosage compensation complex, transcription activating",0,"0/85",""
"GO:0000418","GO:0000418","RNA polymerase IV complex",0,"0/85",""
"GO:0000419","GO:0000419","RNA polymerase V complex",0,"0/85",""
"GO:0005665","GO:0005665","RNA polymerase II, core complex",0,"0/85",""
"GO:0005666","GO:0005666","RNA polymerase III complex",0,"0/85",""
"GO:0005736","GO:0005736","RNA polymerase I complex",0,"0/85",""
"GO:0016591","GO:0016591","RNA polymerase II, holoenzyme",0,"0/85",""
"GO:0016514","GO:0016514","SWI/SNF complex",0,"0/85",""
"GO:0016586","GO:0016586","RSC-type complex",0,"0/85",""
"GO:0031010","GO:0031010","ISWI-type complex",0,"0/85",""
"GO:0035060","GO:0035060","brahma complex",0,"0/85",""
"GO:0071564","GO:0071564","npBAF complex",0,"0/85",""
"GO:0071565","GO:0071565","nBAF complex",0,"0/85",""
"GO:0090545","GO:0090545","CHD-type complex",0,"0/85",""
"GO:0097346","GO:0097346","INO80-type complex",0,"0/85",""
"GO:0110016","GO:0110016","B-WICH complex",0,"0/85",""
"GO:0140091","GO:0140091","mBAF complex",0,"0/85",""
"GO:0140092","GO:0140092","bBAF complex",0,"0/85",""
"GO:0140093","GO:0140093","esBAF complex",0,"0/85",""
"GO:0140288","GO:0140288","GBAF complex",0,"0/85",""
"GO:0035525","GO:0035525","NF-kappaB p50/p65 complex",0,"0/85",""
"GO:0070369","GO:0070369","beta-catenin-TCF7L2 complex",0,"0/85",""
"GO:0071665","GO:0071665","gamma-catenin-TCF7L2 complex",0,"0/85",""
"GO:0017054","GO:0017054","negative cofactor 2 complex",0,"0/85",""
"GO:0070176","GO:0070176","DRM complex",0,"0/85",""
"GO:0070439","GO:0070439","Mad-Max-mSin3A complex",0,"0/85",""
"GO:0070440","GO:0070440","Mad-Max-mSin3B complex",0,"0/85",""
"GO:0070443","GO:0070443","Mad-Max complex",0,"0/85",""
"GO:0070722","GO:0070722","Tle3-Aes complex",0,"0/85",""
"GO:1990711","GO:1990711","beta-catenin-ICAT complex",0,"0/85",""
"GO:0070386","GO:0070386","procollagen-proline 4-dioxygenase complex, alpha(I) type",0,"0/85",""
"GO:0070387","GO:0070387","procollagen-proline 4-dioxygenase complex, alpha(II) type",0,"0/85",""
"GO:0070388","GO:0070388","procollagen-proline 4-dioxygenase complex, alpha(III) type",0,"0/85",""
"GO:0000152","GO:0000152","nuclear ubiquitin ligase complex",0,"0/85",""
"GO:0000153","GO:0000153","cytoplasmic ubiquitin ligase complex",0,"0/85",""
"GO:0031461","GO:0031461","cullin-RING ubiquitin ligase complex",0,"0/85",""
"GO:0033503","GO:0033503","HULC complex",0,"0/85",""
"GO:0044695","GO:0044695","Dsc E3 ubiquitin ligase complex",0,"0/85",""
"GO:0071797","GO:0071797","LUBAC complex",0,"0/85",""
"GO:0097505","GO:0097505","Rad6-Rad18 complex",0,"0/85",""
"GO:1990352","GO:1990352","BRE1 E3 ubiquitin ligase complex",0,"0/85",""
"GO:1990353","GO:1990353","Fused-Smurf ubiquitin ligase complex",0,"0/85",""
"GO:1990452","GO:1990452","Parkin-FBXW7-Cul1 ubiquitin ligase complex",0,"0/85",""
"GO:0005839","GO:0005839","proteasome core complex",0,"0/85",""
"GO:0022624","GO:0022624","proteasome accessory complex",0,"0/85",""
"GO:0031595","GO:0031595","nuclear proteasome complex",0,"0/85",""
